			O1				O2				O3			
30	1	3	1191.33	1209.14	1199.08	1224.87	1190.69	1207.98	1199.72	1225.84	1189.22	1208.33	1198.60	1225.33
31	1	3	1186.42	1211.62	1195.60	1226.85	1186.12	1210.21	1195.24	1228.15	1185.40	1210.45	1194.61	1227.52
32	1	3	1183.64	1213.04	1191.24	1229.34	1181.71	1212.12	1190.86	1230.76	1181.49	1212.41	1190.15	1229.74
33	2	1	1328.92	1062.75	1321.03	1054.62	1328.52	1062.03	1319.77	1054.75	1328.41	1063.17	1318.86	1054.13
34	2	1	1325.77	1065.98	1317.40	1058.13	1323.95	1066.51	1316.45	1058.61	1325.11	1066.40	1315.70	1058.00
35	2	1	1321.99	1069.98	1313.87	1061.67	1320.85	1069.16	1313.44	1061.83	1321.65	1069.78	1312.87	1061.43
36	2	1	1318.66	1073.22	1310.35	1065.02	1318.66	1071.94	1309.99	1065.37	1318.32	1073.37	1309.31	1065.22
37	2	1	1316.66	1075.48	1307.19	1068.92	1315.73	1076.42	1306.85	1069.33	1315.84	1076.42	1306.01	1069.00
38	2	1	1313.21	1080.77	1304.05	1072.88	1312.23	1080.15	1303.93	1073.25	1312.91	1080.81	1302.91	1072.87
39	2	1	1310.25	1084.27	1300.78	1076.66	1309.04	1084.01	1300.71	1077.21	1310.17	1084.17	1300.58	1075.36
40	2	1	1307.24	1087.43	1298.03	1080.76	1305.78	1087.90	1297.62	1081.08	1307.51	1087.16	1297.39	1079.09
41	2	1	1302.84	1092.47	1294.99	1084.75	1301.96	1091.69	1294.64	1085.21	1304.06	1091.10	1294.48	1083.16
42	2	1	1300.73	1095.31	1291.75	1088.63	1299.15	1094.51	1292.16	1088.23	1300.92	1094.96	1291.30	1086.62
43	2	1	1296.73	1099.93	1288.59	1092.40	1296.69	1097.55	1288.86	1092.14	1298.40	1098.34	1288.01	1090.16
44	2	1	1295.12	1102.08	1285.67	1096.53	1294.46	1101.73	1285.91	1096.16	1295.96	1101.95	1284.80	1093.94
45	2	1	1292.07	1106.87	1283.23	1100.32	1291.04	1106.38	1283.22	1100.33	1294.58	1104.21	1282.03	1098.10
46	2	1	1290.71	1109.48	1280.56	1104.56	1289.06	1109.64	1280.06	1104.15	1291.39	1109.49	1280.08	1102.73
47	2	2	1488.52	1038.16	1470.36	1029.45	1488.28	1037.70	1470.56	1028.89	1489.30	1039.62	1469.26	1029.09
48	2	2	1486.72	1042.14	1468.57	1032.98	1486.12	1041.61	1469.09	1031.64	1486.61	1043.36	1468.09	1031.28
49	2	2	1484.66	1046.27	1466.78	1035.93	1484.28	1045.00	1467.21	1034.44	1485.35	1045.53	1466.17	1034.26
50	2	2	1481.90	1050.86	1464.36	1039.90	1482.50	1048.47	1464.30	1038.75	1482.39	1051.08	1463.48	1038.62
51	2	2	1479.95	1054.18	1461.85	1043.95	1479.52	1054.23	1461.83	1043.00	1480.43	1053.44	1461.16	1042.98
52	2	2	1477.75	1058.14	1459.44	1048.44	1477.08	1058.26	1459.88	1045.46	1478.48	1057.21	1458.94	1047.33
53	2	2	1475.64	1061.97	1457.22	1052.99	1475.17	1060.45	1457.11	1049.50	1475.14	1063.14	1456.49	1051.94
54	2	2	1473.05	1066.48	1455.36	1057.67	1474.06	1061.85	1455.48	1054.03	1472.59	1067.17	1454.04	1056.10
55	2	2	1470.57	1071.04	1453.47	1061.00	1470.64	1067.60	1453.57	1058.82	1471.05	1069.95	1451.65	1060.36
56	2	2	1469.05	1074.20	1450.90	1065.37	1468.75	1071.60	1451.08	1063.00	1468.97	1074.09	1449.66	1064.92
57	2	2	1466.04	1079.81	1448.93	1070.05	1466.65	1076.91	1448.46	1067.43	1465.60	1080.39	1447.45	1069.06
58	2	2	1462.96	1084.33	1447.00	1073.33	1463.67	1083.36	1445.88	1071.60	1463.38	1083.91	1445.67	1071.57
59	2	2	1460.67	1088.23	1443.83	1077.37	1461.28	1086.44	1443.60	1076.12	1461.20	1087.25	1442.90	1075.38
60	2	2	1457.68	1092.73	1441.43	1081.73	1457.33	1092.08	1441.19	1080.53	1458.83	1091.03	1440.20	1079.86
61	2	2	1455.10	1096.64	1439.50	1084.11	1453.73	1096.46	1438.52	1083.94	1455.20	1096.64	1437.52	1084.14
62	2	2	1452.07	1100.17	1436.55	1087.38	1451.73	1099.15	1435.85	1087.20	1452.54	1100.17	1435.79	1086.36
63	2	3	1424.51	1128.03	1410.89	1113.06	1423.03	1127.85	1409.52	1114.84	1422.63	1129.41	1407.40	1114.70
64	2	3	1422.22	1130.49	1407.10	1116.14	1421.39	1130.05	1408.70	1115.49	1419.62	1132.48	1404.70	1117.47
65	2	3	1418.66	1134.22	1403.84	1120.12	1418.07	1133.49	1404.67	1118.33	1416.23	1135.87	1401.44	1120.58
66	2	3	1413.42	1138.93	1400.32	1123.68	1414.49	1136.42	1401.16	1121.93	1412.86	1139.22	1397.78	1124.11
67	2	3	1410.40	1142.07	1396.41	1126.52	1410.74	1139.73	1397.14	1124.97	1409.18	1142.83	1394.25	1127.72
68	2	3	1406.60	1145.74	1392.56	1129.76	1407.19	1143.17	1393.46	1128.31	1405.26	1146.55	1390.79	1131.08
69	2	3	1403.73	1148.14	1389.02	1133.35	1405.28	1145.10	1389.73	1131.76	1401.45	1150.06	1387.10	1134.52
70	2	3	1400.85	1150.96	1385.63	1137.12	1400.62	1150.11	1386.69	1135.55	1397.94	1153.30	1383.39	1138.00
71	2	3	1396.04	1155.85	1382.42	1140.04	1395.95	1154.66	1382.49	1138.57	1394.80	1156.33	1379.74	1141.65
72	2	3	1393.82	1158.04	1378.58	1143.41	1394.23	1156.19	1378.91	1142.06	1391.97	1159.24	1376.46	1145.29
73	2	3	1391.20	1160.50	1375.52	1147.39	1390.80	1160.16	1375.40	1145.50	1388.69	1162.84	1373.17	1149.02
74	2	3	1387.33	1164.60	1372.33	1151.10	1389.14	1162.16	1372.15	1149.21	1385.02	1167.01	1369.65	1152.78
75	2	3	1384.16	1168.40	1368.87	1154.68	1384.48	1167.16	1369.14	1153.13	1381.71	1170.79	1366.28	1156.14
76	2	3	1380.40	1172.85	1365.37	1158.39	1380.89	1171.75	1365.41	1156.44	1378.52	1174.50	1362.80	1159.44
77	2	3	1375.88	1177.35	1361.88	1161.74	1377.14	1175.94	1361.83	1160.00	1373.57	1179.56	1359.20	1162.74
78	2	4	1341.33	1212.70	1323.98	1205.15	1340.90	1211.49	1324.03	1202.61	1341.26	1214.72	1322.94	1204.62
79	2	4	1339.61	1217.68	1321.80	1209.64	1339.78	1213.51	1322.04	1207.06	1339.16	1218.84	1320.31	1208.85
80	2	4	1337.06	1223.05	1319.40	1214.04	1338.01	1218.79	1320.34	1211.79	1337.21	1222.55	1318.11	1213.49
81	2	4	1335.56	1226.24	1317.47	1218.67	1335.46	1224.99	1318.26	1216.26	1335.05	1226.82	1316.12	1218.22
82	2	4	1332.12	1232.78	1315.63	1223.13	1332.61	1230.73	1315.77	1220.57	1332.79	1231.48	1314.18	1222.53
83	2	4	1330.27	1236.01	1314.06	1225.34	1330.60	1233.93	1313.32	1225.02	1330.71	1236.08	1311.71	1226.93
84	2	4	1330.20	1236.20	1311.47	1229.40	1328.86	1236.98	1311.40	1229.54	1329.45	1238.94	1310.07	1231.69
85	2	4	1327.84	1241.82	1310.01	1234.29	1326.87	1241.42	1309.41	1234.10	1326.09	1245.91	1308.32	1235.25
86	2	4	1325.02	1248.18	1307.82	1238.69	1324.46	1247.82	1307.12	1238.74	1323.94	1249.65	1305.81	1239.62
87	2	4	1320.36	1254.87	1305.04	1242.92	1319.93	1254.59	1304.46	1242.90	1320.29	1255.41	1303.41	1243.99
88	2	4	1318.80	1256.89	1302.46	1247.23	1317.87	1257.47	1302.03	1245.92	1317.28	1259.38	1301.11	1247.20
89	2	4	1314.23	1262.69	1300.11	1250.87	1314.59	1262.19	1298.94	1249.93	1313.97	1263.21	1298.58	1251.02
90	2	5	1176.88	1381.62	1165.58	1369.30	1176.47	1381.35	1164.37	1369.76	1176.79	1382.03	1164.39	1368.70
91	2	5	1172.68	1385.22	1161.92	1372.63	1170.40	1385.99	1161.36	1372.64	1172.84	1385.17	1161.56	1371.61
92	2	5	1168.47	1388.35	1158.84	1375.35	1167.34	1387.68	1159.30	1374.05	1169.20	1388.01	1159.12	1373.37
93	2	5	1163.76	1391.19	1156.00	1377.34	1164.52	1389.64	1154.99	1376.73	1164.00	1391.22	1155.24	1375.73
94	2	5	1160.45	1392.73	1153.52	1378.77	1159.93	1393.02	1151.03	1379.65	1159.59	1393.31	1151.24	1378.45
95	2	5	1156.92	1394.63	1149.00	1380.99	1154.33	1395.71	1148.06	1381.48	1156.88	1394.75	1148.93	1379.72
96	2	5	1151.25	1397.51	1145.00	1383.20	1151.97	1396.65	1146.19	1382.24	1153.56	1396.77	1144.58	1381.96
97	2	5	1148.01	1398.94	1142.24	1384.19	1148.84	1398.39	1141.41	1383.84	1148.88	1399.49	1140.22	1384.63
98	2	5	1146.17	1399.82	1137.69	1386.19	1146.41	1400.02	1137.08	1386.10	1145.62	1401.58	1135.88	1387.08
99	2	5	1143.17	1401.53	1133.48	1389.10	1142.53	1402.61	1133.10	1389.14	1142.73	1403.72	1131.91	1389.94
100	2	5	1141.25	1402.99	1129.87	1392.52	1140.50	1403.82	1128.96	1392.03	1139.32	1406.41	1128.01	1393.12
101	2	6	1232.85	1214.38	1223.59	1209.89	1232.49	1215.12	1223.41	1211.51	1233.74	1215.55	1222.53	1210.94
102	2	6	1231.87	1217.84	1221.44	1214.42	1230.53	1219.31	1221.87	1215.19	1231.70	1220.56	1220.51	1215.26
103	2	6	1229.94	1222.94	1220.11	1219.15	1228.94	1223.30	1219.71	1219.15	1229.39	1225.01	1218.45	1219.88
104	2	6	1227.80	1227.98	1217.97	1223.74	1227.07	1228.23	1217.37	1223.61	1227.90	1228.39	1216.79	1223.54
105	2	6	1226.07	1232.29	1216.37	1228.39	1225.06	1232.37	1215.35	1228.10	1225.83	1233.28	1214.64	1228.05
106	2	6	1223.77	1237.38	1213.94	1232.81	1223.41	1236.30	1213.65	1232.84	1224.15	1237.04	1212.78	1232.26
107	2	6	1222.35	1241.35	1212.02	1237.46	1221.85	1240.85	1212.00	1237.04	1222.74	1241.21	1210.71	1236.62
108	2	6	1220.85	1245.76	1210.16	1240.91	1220.64	1244.94	1209.98	1241.58	1221.31	1245.77	1208.77	1241.44
109	2	7	1265.48	1146.06	1255.35	1141.34	1264.05	1145.59	1255.01	1140.14	1265.93	1145.85	1253.76	1140.08
110	2	7	1263.47	1150.45	1253.25	1145.91	1262.86	1148.16	1253.12	1144.78	1264.15	1150.47	1251.39	1144.62
111	2	7	1261.53	1155.31	1251.85	1149.59	1260.89	1153.63	1251.27	1148.46	1261.86	1155.25	1249.31	1149.01
112	2	7	1259.34	1158.14	1250.44	1151.75	1258.36	1158.13	1248.79	1152.67	1259.89	1158.76	1247.75	1152.31
113	2	8	1441.83	882.15	1431.73	877.88	1441.52	880.62	1432.07	877.56	1442.94	882.30	1430.66	879.05
114	2	8	1441.01	884.52	1429.90	882.59	1440.33	885.47	1430.22	882.19	1441.83	886.66	1429.40	882.95
115	2	8	1439.93	890.16	1429.07	886.32	1438.98	890.17	1428.53	886.88	1440.83	890.72	1427.98	887.05
116	2	8	1438.42	894.29	1426.89	890.91	1437.65	894.26	1427.50	891.88	1439.63	895.59	1426.47	891.91
117	2	8	1437.25	897.80	1426.21	895.93	1436.21	899.08	1426.41	896.72	1438.22	900.68	1425.01	896.73
118	2	8	1436.05	903.81	1425.11	900.73	1435.16	904.56	1424.97	901.67	1436.84	905.31	1423.60	901.54
119	2	8	1434.63	909.02	1423.58	905.53	1433.11	909.67	1423.64	906.46	1435.39	909.86	1422.48	906.27
120	2	8	1432.65	913.91	1422.29	910.39	1432.01	913.16	1422.48	910.61	1433.85	914.28	1421.50	910.35
121	2	9	1483.10	792.38	1472.93	783.01	1482.09	792.79	1471.73	784.27	1482.49	792.15	1472.90	781.51
122	2	9	1479.04	795.94	1469.49	786.50	1479.19	796.12	1469.42	786.86	1479.20	795.41	1468.93	784.80
123	2	9	1476.66	798.58	1466.10	790.22	1476.25	799.04	1466.85	789.43	1477.25	797.52	1465.71	788.45
124	2	9	1473.69	802.06	1463.91	792.97	1473.51	801.80	1463.48	792.94	1474.14	801.28	1462.87	792.50
125	2	9	1470.76	804.90	1460.88	796.88	1471.04	804.71	1460.57	796.94	1469.27	806.11	1459.78	796.55
126	2	10	1692.11	360.57	1684.05	354.11	1664.10	393.91	1655.66	386.96	1692.49	360.27	1684.39	353.16
127	2	10	1688.34	364.49	1681.19	358.23	1666.92	389.62	1659.24	383.32	1689.58	363.32	1681.78	356.20
128	2	10	1686.56	366.53	1679.16	360.52	1669.12	386.88	1662.94	380.12	1686.37	366.80	1678.42	360.21
129	2	10	1683.75	370.53	1675.87	364.07	1672.91	382.78	1666.13	376.96	1683.61	370.42	1675.29	363.92
130	2	10	1681.62	373.52	1672.72	368.02	1676.07	379.28	1669.43	373.06	1681.06	374.07	1672.21	367.76
131	2	10	1678.13	378.69	1669.91	372.19	1679.03	376.27	1671.62	370.37	1678.18	377.94	1669.55	371.94
132	2	10	1674.57	382.25	1667.31	376.42	1681.83	371.39	1673.99	366.66	1674.62	382.48	1666.68	376.08
133	2	10	1672.13	385.49	1664.82	379.07	1684.12	369.01	1676.70	362.37	1672.36	385.19	1664.73	378.32
134	2	10	1669.27	389.29	1661.56	382.09	1688.01	364.33	1679.84	358.55	1668.81	389.05	1661.46	381.58
135	2	11	1290.03	274.54	1282.16	283.24	1291.75	273.11	1280.67	283.88	1292.14	273.77	1281.87	284.30
136	2	11	1293.54	277.34	1285.76	286.63	1294.87	276.08	1283.99	287.54	1295.11	276.54	1285.07	287.46
137	2	11	1297.48	280.49	1289.72	289.94	1297.89	278.89	1287.89	290.73	1298.01	278.70	1288.87	290.97
138	2	11	1301.58	284.12	1293.48	293.04	1301.80	282.52	1291.90	293.84	1302.44	281.89	1292.74	293.88
139	2	11	1305.17	287.66	1297.30	296.35	1305.33	285.59	1295.77	296.99	1306.75	286.05	1296.78	297.08
140	2	11	1308.55	290.84	1301.17	299.46	1309.10	289.48	1300.00	299.70	1310.06	289.51	1300.20	299.79
141	2	11	1312.26	294.46	1304.64	302.31	1312.24	292.82	1302.51	302.06	1313.37	292.97	1303.12	302.67
142	2	11	1314.98	297.22	1306.74	304.58	1315.57	296.15	1305.58	305.88	1316.58	296.64	1306.60	306.12
143	2	11	1318.16	300.51	1309.94	308.39	1318.88	299.85	1309.41	309.07	1319.44	300.12	1309.55	308.93
144	2	11	1321.24	303.69	1313.51	311.75	1321.87	303.36	1311.82	311.75	1322.36	303.45	1312.52	312.28
145	2	11	1324.95	307.46	1317.11	315.16	1324.10	305.65	1315.26	315.21	1325.33	306.66	1316.07	315.92
146	2	11	1328.33	311.29	1320.33	318.40	1328.41	310.48	1319.06	318.65	1328.72	310.20	1319.53	319.20
147	2	12	1150.57	133.49	1143.64	141.04	1151.58	132.97	1141.49	143.18	1151.71	133.13	1143.51	142.77
148	2	12	1154.06	136.48	1146.88	144.26	1154.54	135.21	1145.12	146.57	1155.15	136.02	1147.11	145.76
149	2	12	1157.78	139.26	1150.39	147.95	1158.55	139.25	1148.92	149.80	1159.23	139.34	1150.96	149.05
150	2	12	1162.39	142.93	1153.88	151.48	1161.76	141.94	1152.64	153.06	1163.24	142.72	1154.39	152.23
151	2	12	1165.83	146.26	1157.54	155.13	1166.16	145.14	1155.85	156.26	1167.03	146.39	1157.63	155.50
152	2	12	1169.63	149.50	1160.90	158.51	1170.02	149.19	1159.39	159.74	1170.52	150.16	1161.04	159.03
153	2	12	1173.57	154.32	1164.48	162.08	1173.83	153.65	1163.00	163.20	1173.45	153.45	1164.11	162.16
154	2	12	1176.42	158.11	1168.07	165.61	1176.61	157.12	1166.64	166.75	1177.07	157.48	1167.70	165.96
155	2	12	1178.92	160.99	1170.75	168.47	1180.07	161.44	1170.31	170.17	1180.45	161.19	1170.91	169.64
156	2	12	1182.53	164.49	1173.95	172.35	1182.35	163.84	1172.88	173.02	1183.67	164.63	1173.98	173.27
157	2	12	1185.94	167.87	1176.70	175.88	1186.09	166.79	1175.27	176.30	1186.64	167.77	1176.92	176.71
158	2	12	1189.30	171.25	1179.78	179.89	1188.86	169.87	1178.57	180.09	1189.89	171.06	1179.97	180.22
159	2	12	1192.88	174.34	1182.78	183.73	1192.19	173.45	1182.30	183.64	1193.35	174.64	1183.01	183.78
160	2	12	1197.04	179.38	1185.84	187.68	1196.58	177.36	1185.46	187.25	1196.94	178.66	1186.24	187.66
161	2	12	1199.97	183.26	1189.16	191.89	1200.95	183.00	1188.28	191.50	1200.04	182.35	1189.21	191.28
162	2	12	1202.90	186.79	1192.24	195.71	1203.23	187.09	1191.42	195.15	1203.29	186.32	1192.46	195.22
163	2	12	1206.05	190.35	1195.45	199.57	1205.69	190.67	1194.32	199.41	1206.57	190.31	1195.84	199.27
164	2	12	1209.30	194.13	1198.78	203.34	1207.05	192.17	1197.74	202.89	1209.70	194.02	1199.11	203.12
165	2	12	1211.79	196.99	1202.09	206.74	1211.68	197.05	1201.54	206.16	1212.54	197.28	1202.11	206.55
166	2	12	1215.56	200.70	1205.81	210.32	1214.56	200.27	1204.92	209.77	1215.94	201.03	1205.68	210.50
167	2	13	989.97	131.73	984.69	146.93	989.45	131.66	985.57	146.35	989.57	130.67	985.06	146.95
168	2	13	992.28	132.69	989.43	147.87	993.19	132.73	988.93	147.25	993.45	131.81	989.11	147.96
169	2	13	997.16	133.79	994.60	148.38	997.73	133.92	993.21	148.74	998.38	133.12	994.01	149.29
170	2	13	1003.35	134.82	998.82	149.79	1002.13	135.07	997.99	150.17	1002.68	134.20	998.24	150.53
171	2	13	1008.55	136.41	1003.51	151.45	1007.30	136.46	1002.67	151.60	1007.70	135.44	1003.21	151.99
172	2	13	1012.76	137.93	1008.15	152.80	1012.11	138.08	1007.52	153.03	1012.40	136.66	1007.91	153.31
173	2	13	1017.09	139.37	1013.06	154.07	1016.37	139.33	1012.29	154.42	1017.46	138.05	1012.97	154.65
174	2	13	1022.21	140.86	1017.96	155.35	1021.46	140.70	1017.08	155.79	1022.21	139.38	1017.63	155.89
175	2	13	1026.36	141.87	1022.25	156.86	1026.15	141.95	1020.96	157.25	1027.21	140.84	1022.37	157.21
176	2	13	1031.35	142.63	1026.83	158.54	1030.57	143.02	1025.54	159.13	1031.99	142.30	1026.80	158.58
177	2	13	1037.67	145.14	1031.49	160.13	1035.31	144.51	1030.25	160.26	1037.07	143.92	1031.60	160.20
178	2	13	1041.23	146.70	1035.79	161.67	1039.42	145.86	1035.03	161.87	1041.57	145.39	1036.15	161.78
179	2	13	1045.08	147.77	1040.41	163.44	1045.34	147.42	1039.95	163.27	1045.71	146.71	1040.84	163.24
180	2	13	1049.23	148.70	1045.29	164.93	1049.66	148.80	1044.60	165.02	1050.45	148.13	1046.06	164.60
181	2	13	1054.49	150.17	1050.17	166.03	1054.21	149.91	1049.29	166.44	1055.08	149.40	1050.52	165.79
182	2	13	1059.99	152.05	1055.07	167.08	1060.09	152.00	1054.12	167.99	1060.67	150.92	1055.09	167.32
183	2	13	1065.69	154.44	1059.43	168.64	1065.49	154.12	1058.80	169.58	1066.33	153.24	1058.01	168.61
184	2	13	1070.88	157.42	1062.91	170.28	1070.40	157.10	1062.57	170.99	1070.39	155.77	1061.52	170.48
185	2	13	1074.44	160.26	1066.00	172.05	1074.15	159.77	1065.26	172.49	1074.90	158.67	1065.94	173.06
186	2	13	1077.37	162.42	1068.88	174.14	1077.88	162.63	1069.41	175.29	1079.27	161.60	1070.33	175.66
187	2	14	814.49	22.22	813.38	32.28	814.16	20.85	813.03	32.07	814.04	21.03	812.79	32.36
188	2	14	819.08	22.80	818.19	32.62	818.50	21.12	817.02	32.69	818.63	21.40	817.44	32.98
189	2	14	823.39	23.10	822.19	33.16	823.71	21.57	821.94	33.67	823.71	21.79	822.57	33.61
190	2	14	827.96	23.43	827.12	33.79	827.51	21.89	826.81	34.31	828.64	22.20	827.54	34.13
191	2	14	833.13	23.91	832.21	34.22	832.30	21.88	831.91	34.56	833.61	22.66	832.46	34.60
192	2	14	838.63	24.31	837.22	34.88	838.75	22.30	836.90	35.28	838.79	23.24	837.43	35.07
193	2	14	843.48	25.29	842.09	35.35	843.22	23.06	841.93	35.56	844.17	24.02	842.57	35.63
194	2	14	848.13	26.14	846.55	36.00	848.77	24.30	846.36	35.95	848.08	24.60	846.37	36.15
195	2	14	853.10	26.74	851.59	36.95	852.81	25.12	851.14	36.83	852.83	25.15	851.08	37.03
196	2	14	857.79	27.32	856.48	37.68	856.96	25.65	856.29	37.16	857.20	25.46	855.81	37.97
197	2	14	862.03	27.75	861.43	38.17	862.51	26.18	861.23	37.41	861.19	25.68	860.67	38.43
198	2	14	866.25	27.81	866.35	38.32	866.72	26.51	866.09	38.05	866.48	25.97	865.94	38.51
199	2	14	872.18	27.92	871.33	38.37	872.14	26.69	871.06	38.44	871.77	26.36	870.67	38.78
200	2	14	877.24	28.29	876.21	39.03	877.30	26.73	876.02	39.43	877.20	26.91	875.77	39.29
201	2	14	883.36	28.62	881.37	39.88	882.64	27.40	881.00	39.96	882.38	27.58	880.78	39.86
202	2	14	887.38	29.51	884.75	40.58	887.26	28.28	885.96	40.16	887.56	28.39	885.73	40.47
203	2	14	891.51	30.45	889.57	41.66	892.32	28.86	890.43	40.84	892.71	29.29	890.67	41.21
204	2	14	895.48	31.12	894.62	42.14	897.88	29.64	895.33	41.98	897.55	30.18	895.39	42.02
205	2	14	901.03	31.52	899.58	42.54	902.82	30.87	900.13	42.92	902.70	31.13	900.41	42.97
206	2	14	906.75	32.82	903.87	43.36	907.35	32.00	905.10	43.76	907.13	31.95	904.77	43.89
207	2	14	911.13	33.64	908.62	44.97	911.90	32.64	909.12	44.81	911.95	32.81	909.76	44.90
208	2	14	915.19	34.13	913.47	46.14	916.38	33.55	913.88	46.03	916.48	33.62	914.55	45.68
209	2	14	919.78	34.72	918.36	46.67	920.73	34.62	918.86	46.51	921.43	34.47	919.56	46.38
210	2	14	925.38	35.77	923.55	47.10	925.85	35.74	923.89	47.14	926.84	35.42	924.78	47.17
211	2	14	930.95	36.91	928.48	47.89	930.78	36.59	928.65	47.98	931.99	36.43	929.58	48.06
212	2	14	936.24	38.40	933.27	49.00	936.93	37.88	933.65	49.36	936.92	37.54	934.20	49.07
213	2	14	940.79	39.63	937.69	50.36	941.52	39.24	938.36	50.58	941.62	38.69	938.66	50.19
214	2	14	945.17	40.52	941.76	51.90	945.44	40.24	941.74	51.76	946.08	39.85	942.93	51.35
215	2	15	1182.65	852.95	1178.68	844.92	1182.89	852.83	1179.39	844.67	1182.23	853.26	1178.63	844.65
216	2	15	1178.15	854.83	1174.96	846.57	1178.19	854.91	1174.72	846.59	1177.82	855.11	1174.09	846.60
217	2	15	1174.80	856.47	1170.49	848.78	1174.78	856.21	1170.49	848.96	1173.78	856.89	1169.56	848.95
218	2	15	1170.26	858.81	1166.28	851.22	1169.88	858.86	1166.15	851.71	1169.32	859.32	1165.14	851.30
219	2	15	1165.86	860.82	1161.96	853.86	1164.91	861.03	1161.69	853.91	1165.01	861.50	1160.81	853.58
220	2	15	1161.69	863.24	1157.63	856.32	1162.18	862.62	1157.48	856.45	1160.81	863.61	1156.42	856.28
221	2	15	1157.49	866.09	1153.05	858.52	1157.59	866.05	1153.24	859.23	1157.04	865.95	1152.43	858.98
222	2	15	1154.33	867.88	1149.41	861.82	1153.40	868.80	1149.02	861.67	1152.90	868.87	1148.12	861.72
223	2	15	1149.84	871.29	1145.29	864.69	1149.14	871.23	1144.84	864.65	1148.68	871.70	1143.87	864.46
224	2	15	1145.08	874.33	1141.08	867.26	1144.77	873.90	1140.73	867.43	1144.82	874.19	1140.32	866.80
225	2	15	1140.89	876.51	1137.19	869.53	1140.71	876.53	1136.61	870.25	1140.56	876.56	1136.69	868.76
