			O1				O2				O3			
29	1	2	294.41	571.47	282.92	576.06	294.99	567.47	281.51	573.33	294.62	567.29	279.73	571.28
30	1	2	296.21	576.89	285.16	580.50	297.45	574.46	283.70	577.70	295.18	569.22	282.38	575.30
31	1	2	297.15	582.22	287.07	585.11	298.24	578.50	285.03	582.50	297.85	575.78	284.55	579.83
32	1	2	298.39	586.50	288.19	589.95	298.79	582.68	286.97	587.22	299.57	582.39	285.54	584.70
33	1	2	300.02	589.92	289.66	594.61	300.41	587.14	288.40	592.02	300.04	585.37	287.14	589.38
34	1	2	301.76	593.60	292.04	599.01	301.81	589.70	290.57	596.38	301.30	588.33	288.81	593.98
35	1	2	305.03	599.55	293.75	603.79	305.34	596.42	292.67	600.88	303.29	593.84	291.25	598.24
36	1	2	306.51	603.27	295.94	608.37	307.51	600.85	294.30	605.60	304.73	597.62	293.47	602.69
37	1	2	308.51	608.34	298.25	612.70	309.03	605.86	296.41	610.19	306.76	602.04	295.54	607.19
38	1	3	314.01	640.87	320.72	632.47	314.17	642.28	321.10	632.77	311.89	641.49	320.54	631.63
39	1	3	317.46	643.72	323.87	634.80	317.30	644.19	323.09	634.17	316.77	644.53	322.75	633.54
40	1	3	321.38	646.87	327.77	636.96	320.95	646.32	327.70	636.15	320.16	646.94	326.23	636.06
41	1	3	325.21	649.62	332.18	639.47	323.64	648.38	331.89	638.85	322.70	649.66	330.21	638.81
42	1	3	328.75	652.65	336.43	642.13	329.00	652.19	334.92	641.17	326.43	652.17	333.78	641.33
43	1	3	331.71	654.88	340.50	644.97	328.18	651.65	339.20	643.65	329.41	653.92	337.27	644.23
44	1	3	334.85	657.38	343.45	649.07	334.32	657.01	342.46	647.26	334.75	659.07	340.95	647.22
45	1	3	337.95	661.17	347.29	652.12	334.58	657.39	345.02	651.19	336.79	660.53	344.68	650.41
46	1	3	340.58	664.36	350.69	655.90	339.92	662.83	348.78	654.43	338.93	663.00	348.16	653.86
47	1	3	343.04	666.92	353.36	660.07	340.78	663.87	351.95	658.20	342.13	667.40	351.98	657.09
48	1	3	346.26	670.98	356.04	664.37	344.63	670.13	354.33	662.60	344.27	669.97	355.26	660.74
49	1	3	348.78	674.60	358.62	668.48	347.48	674.12	357.08	666.65	346.60	671.80	357.39	665.13
50	1	3	352.11	679.97	361.47	672.59	350.73	678.80	360.46	670.23	350.21	677.08	359.68	669.55
51	1	3	357.30	686.27	365.29	675.92	354.31	683.08	363.85	674.10	353.62	681.53	363.14	673.15
52	1	3	360.50	688.65	369.00	679.23	359.80	688.32	367.47	677.44	356.02	686.36	366.59	676.69
53	1	3	363.24	690.73	372.28	682.98	361.91	689.36	370.85	681.15	359.66	689.53	370.46	679.86
54	1	3	366.20	694.11	375.45	686.84	365.50	693.22	374.43	684.58	364.48	692.65	374.07	683.25
55	1	3	368.52	697.06	378.40	690.98	367.06	696.00	377.48	688.57	367.02	696.11	377.44	686.82
56	1	3	371.18	701.20	380.75	695.23	370.32	699.57	380.06	692.77	370.19	700.04	380.60	690.68
57	1	3	375.68	707.49	384.14	698.87	373.46	703.70	382.80	697.00	371.27	700.93	383.31	694.79
58	1	3	377.19	709.68	387.38	702.72	376.40	707.91	386.12	700.68	376.43	707.99	385.83	698.94
59	1	3	380.97	714.11	390.13	706.76	379.75	712.09	388.94	704.83	378.00	710.41	388.67	702.88
60	1	3	383.20	716.87	392.86	711.13	381.46	715.43	391.71	708.93	381.45	713.10	391.53	707.00
61	1	3	386.12	721.48	395.37	715.27	384.12	719.79	394.33	713.14	382.99	716.38	394.19	711.18
62	1	3	388.59	725.16	398.30	719.31	385.65	722.66	397.08	717.34	386.62	722.21	396.68	715.45
63	1	3	390.25	727.98	400.78	723.79	388.82	726.81	399.79	721.46	387.34	723.08	398.92	719.41
64	1	3	392.03	732.78	402.51	728.41	390.13	731.38	401.91	726.02	389.42	726.28	401.56	723.41
65	1	3	394.87	738.98	404.21	733.08	392.18	735.96	403.78	730.67	392.66	734.32	403.42	727.96
66	1	3	399.18	744.54	406.97	737.35	398.02	743.49	405.54	734.94	395.05	739.15	405.17	732.61
67	1	3	404.42	749.01	410.47	740.63	401.89	747.62	408.93	738.58	398.98	745.04	408.03	736.62
68	1	3	407.63	751.53	413.62	742.40	405.18	750.07	412.79	741.66	405.13	750.63	411.20	740.39
69	1	3	410.44	754.19	418.00	744.89	409.89	754.40	416.94	744.29	409.79	754.24	415.63	742.73
70	1	3	414.48	757.79	422.07	747.71	413.41	756.77	421.10	747.17	412.08	755.83	420.09	744.79
71	1	3	417.42	760.25	426.01	750.89	417.14	759.66	425.08	750.26	413.51	756.93	423.83	747.62
72	1	3	421.10	763.80	429.62	754.17	419.26	761.62	428.81	753.39	416.91	758.82	427.44	751.01
73	1	3	425.04	766.96	433.21	757.69	423.84	767.01	432.05	757.23	422.15	765.82	430.75	754.03
74	1	3	428.87	769.91	436.78	761.10	428.19	769.43	435.96	760.36	422.28	765.52	433.97	757.32
75	1	3	433.07	773.73	440.66	764.48	431.58	772.38	439.56	763.78	428.68	772.39	437.47	760.58
76	1	3	437.26	776.97	444.50	767.69	436.03	776.54	443.31	767.19	432.46	774.81	441.48	763.39
77	1	3	442.21	780.65	448.54	770.58	441.21	780.57	447.58	769.75	438.97	778.64	445.57	766.09
78	1	3	446.45	782.99	452.54	773.36	444.72	782.77	451.60	772.69	440.44	779.80	449.65	768.87
79	1	3	450.76	785.78	456.09	775.20	449.69	785.83	456.02	774.89	448.40	785.22	453.88	771.42
80	1	3	455.10	787.92	459.40	776.45	455.27	788.90	459.94	777.30	452.44	787.11	457.49	774.53
81	1	3	460.01	789.96	463.86	777.61	459.52	790.87	464.53	779.05	457.96	790.04	461.78	776.90
82	1	3	464.94	791.54	468.53	778.86	463.49	792.05	466.83	780.05	463.63	791.06	465.16	777.67
83	1	3	470.36	792.80	473.46	780.41	468.67	793.49	471.66	781.14	468.21	791.94	469.97	778.36
84	1	3	475.31	793.88	478.17	781.63	474.08	794.28	475.62	781.95	471.02	792.92	474.68	779.71
85	1	3	479.60	794.96	482.99	782.76	477.28	795.07	480.56	783.03	475.40	793.90	479.49	780.99
86	1	3	483.75	796.27	487.83	784.39	480.89	795.72	485.02	784.92	479.92	794.98	484.04	782.47
87	1	3	488.45	798.02	491.80	785.27	485.49	798.41	489.94	786.17	482.70	796.09	488.69	784.12
88	1	3	491.95	799.32	496.58	786.38	491.16	800.55	494.72	787.65	487.07	797.88	493.24	785.68
89	1	3	496.24	800.87	501.15	788.25	496.13	801.73	499.51	788.91	493.06	800.91	497.93	787.44
90	1	3	501.33	802.62	505.83	790.11	500.43	802.92	504.33	790.41	498.21	802.42	502.72	788.90
91	1	3	505.81	804.24	510.57	791.83	503.73	803.79	508.97	792.34	503.83	803.99	507.37	790.66
92	1	3	510.07	805.95	515.23	793.69	509.56	806.84	513.74	793.65	508.44	805.46	512.07	791.98
93	1	3	515.14	808.19	519.89	795.45	513.93	807.69	518.52	795.04	514.48	807.26	516.63	793.60
94	1	3	520.14	809.93	524.52	797.01	518.03	809.68	523.25	796.56	517.21	808.11	521.24	795.19
95	1	3	523.42	811.12	529.20	798.78	522.67	811.32	527.92	798.53	520.63	810.18	525.90	796.72
96	1	3	526.35	812.51	533.49	801.31	525.09	812.15	532.33	800.88	525.72	812.99	530.50	798.33
97	1	3	530.49	814.86	537.69	804.40	530.33	815.29	536.63	803.22	528.65	814.35	534.82	800.62
98	1	3	534.49	817.31	541.50	807.47	532.29	816.83	540.81	805.95	529.98	814.88	538.68	803.65
99	1	3	539.09	820.13	545.46	810.51	538.62	820.85	545.15	808.41	537.75	819.22	542.91	805.97
100	1	3	543.59	822.93	549.77	812.94	540.82	821.72	549.32	811.15	537.58	817.88	546.94	808.85
101	1	3	547.29	826.03	554.28	815.09	545.73	824.91	553.29	814.04	542.86	821.07	550.68	811.95
102	1	3	550.28	828.36	558.36	818.01	549.03	827.12	557.26	817.03	546.93	824.97	554.92	814.46
103	1	3	554.48	831.03	562.24	821.36	552.74	830.26	560.92	820.42	548.57	824.70	558.56	817.75
104	1	3	558.19	834.18	566.01	824.34	557.21	833.58	564.81	823.72	553.22	829.61	562.44	820.71
105	1	3	563.24	837.65	569.93	827.73	561.46	836.83	568.64	826.66	560.37	835.21	566.04	823.88
106	1	3	568.12	840.83	574.15	830.19	565.96	839.55	572.69	829.67	562.42	836.46	569.99	826.91
107	1	4	545.22	767.60	550.09	761.27	545.56	767.97	550.72	760.91	545.54	768.91	550.96	761.06
108	1	4	542.05	764.76	546.80	758.88	542.00	765.38	546.75	757.97	541.39	765.09	547.96	758.42
109	1	4	538.47	762.61	543.16	755.63	539.31	764.09	545.32	756.48	539.77	763.77	545.03	755.85
110	1	4	533.95	759.84	539.11	752.67	536.33	762.67	541.47	753.38	536.87	762.70	541.16	752.69
111	1	4	530.26	757.18	535.07	749.74	531.57	759.83	537.26	750.74	532.19	759.97	537.02	750.04
112	1	4	525.98	754.72	530.79	747.17	526.96	756.87	533.06	748.22	527.81	756.37	533.01	747.27
113	1	4	521.74	751.66	526.49	744.42	523.80	754.27	528.79	745.49	523.88	754.05	528.91	744.65
114	1	4	518.01	749.56	522.31	741.81	519.22	751.40	524.45	743.08	518.83	750.80	524.67	742.02
115	1	4	514.30	747.78	517.82	739.39	515.37	749.07	520.10	740.57	515.54	749.21	520.30	739.66
116	1	4	509.76	745.72	513.20	737.72	511.84	747.46	515.61	738.38	511.24	747.41	515.98	737.23
117	1	4	505.45	743.82	508.55	735.80	507.69	745.66	511.10	736.26	507.21	745.69	511.28	735.50
118	1	4	500.97	742.49	503.99	733.78	503.02	744.23	506.48	734.36	503.12	744.13	507.00	733.04
119	1	4	497.04	741.31	499.24	732.07	499.17	743.18	501.89	732.54	500.56	743.51	503.00	730.27
120	1	4	492.92	740.76	494.36	731.04	494.97	742.00	496.99	731.02	497.83	743.34	498.50	729.48
121	1	4	487.70	739.83	489.44	730.38	489.82	741.54	492.18	730.15	491.39	741.30	493.48	729.18
122	1	4	483.73	738.87	484.38	730.02	484.99	740.55	487.14	729.63	485.48	739.97	488.72	728.13
123	1	4	479.38	738.20	479.47	730.00	482.59	739.87	482.20	729.50	485.60	739.14	484.14	726.77
124	1	4	474.63	738.03	474.54	730.19	477.25	738.23	477.23	729.59	478.96	738.20	479.35	727.91
125	1	4	469.49	737.96	469.45	730.36	472.58	738.60	472.26	729.69	474.33	737.74	474.51	727.75
126	1	4	464.57	737.86	464.50	730.55	467.11	738.71	467.13	729.83	471.08	737.80	469.61	727.84
127	1	4	459.70	737.66	459.50	730.78	462.23	738.44	462.20	729.75	465.00	738.23	464.72	728.75
128	1	4	454.41	737.83	454.41	730.96	457.19	738.68	457.27	730.30	460.20	738.56	459.81	729.28
129	1	4	448.97	737.63	449.42	730.73	452.17	738.20	452.30	730.24	455.86	738.14	454.96	729.18
130	1	4	444.11	737.70	444.66	729.59	445.48	738.44	447.50	728.88	451.50	737.79	450.16	729.39
131	1	4	439.14	737.84	439.69	729.87	441.44	738.41	442.72	727.91	442.08	738.87	445.62	728.20
132	1	4	432.85	736.76	434.81	728.94	434.93	738.23	437.61	727.89	438.95	737.52	440.74	727.14
133	1	4	426.65	735.01	430.01	727.26	431.27	736.59	432.89	726.53	436.08	736.78	435.83	726.73
134	1	4	422.41	733.45	425.30	725.48	424.79	735.25	427.94	725.50	429.22	736.40	431.09	725.89
135	1	4	417.40	731.30	422.28	723.88	418.29	732.94	423.24	723.81	421.57	733.72	427.81	725.88
136	1	4	412.85	728.33	420.33	721.70	410.50	727.02	420.96	721.31	416.34	731.78	424.06	723.31
137	1	4	409.89	723.71	418.19	718.30	408.97	723.71	418.17	717.06	410.88	727.95	420.32	720.14
138	1	4	406.76	718.36	415.44	713.98	405.84	718.31	416.08	713.63	407.62	721.51	417.75	716.06
139	1	4	405.37	714.32	413.81	710.98	404.12	715.13	413.59	709.41	405.37	716.88	416.38	713.43
140	1	4	404.06	710.15	412.56	707.65	401.86	710.21	412.46	706.60	404.05	712.26	414.47	709.23
141	1	4	402.64	705.38	411.46	702.87	400.47	704.41	411.79	703.22	403.06	708.96	413.16	704.50
142	1	4	400.91	700.86	409.99	698.13	400.20	702.73	410.55	698.35	400.74	703.09	411.51	700.12
143	1	4	399.50	695.76	408.78	693.29	397.28	695.23	409.52	693.51	399.50	699.22	410.27	695.43
144	1	4	398.60	690.55	407.74	689.34	396.49	691.93	408.97	689.51	397.99	692.00	408.62	690.74
145	1	4	398.38	685.36	407.34	684.40	395.69	686.12	409.02	687.00	397.96	688.71	408.42	686.29
146	1	4	398.39	680.86	406.69	681.01	395.61	680.99	408.44	682.14	396.38	681.60	408.04	681.37
147	1	4	398.62	676.83	407.29	676.99	397.01	676.54	409.37	677.28	397.24	677.21	407.67	679.52
148	1	4	398.02	672.84	407.09	671.99	397.05	673.86	409.16	672.18	397.37	675.33	408.47	674.66
149	1	4	397.74	667.97	407.20	666.94	396.83	671.57	409.16	669.77	397.25	670.56	408.23	669.67
150	1	5	855.53	675.66	859.72	680.67	855.36	675.24	860.51	679.31	855.30	675.11	859.89	680.35
151	1	5	851.87	678.94	856.27	683.56	853.28	677.09	857.10	682.90	852.74	677.07	856.40	683.76
152	1	5	848.46	681.70	852.86	687.22	848.79	681.25	852.93	685.67	848.85	680.24	852.43	686.55
153	1	5	844.52	684.45	849.18	690.58	845.28	683.75	849.40	689.09	844.09	683.60	848.86	688.99
154	1	5	840.90	686.77	844.62	692.42	842.04	686.14	845.31	691.97	841.53	685.81	844.98	691.71
155	1	5	836.57	690.46	841.17	695.98	836.48	689.89	841.29	694.44	838.55	689.12	841.55	695.11
156	1	5	832.85	694.16	838.26	698.77	833.72	693.33	838.28	698.40	833.82	692.25	838.71	697.85
157	1	5	829.08	697.72	835.16	702.71	828.65	697.64	834.83	702.02	828.84	697.39	835.77	701.85
158	1	5	826.81	700.57	831.48	705.97	826.25	700.38	831.08	705.26	827.36	699.07	831.50	704.30
159	1	5	823.40	703.49	827.67	709.24	823.37	703.65	828.13	708.77	823.41	703.13	828.18	707.93
160	1	5	819.52	706.32	823.44	711.99	820.82	704.82	823.83	711.05	820.97	705.14	824.10	710.72
161	1	5	815.81	708.20	819.17	714.46	815.10	708.44	819.78	714.00	816.00	708.60	819.95	713.33
162	1	5	811.71	710.35	814.99	717.10	812.54	710.35	815.62	716.69	813.91	709.37	816.03	716.33
163	1	5	807.32	711.96	810.50	719.38	808.38	712.46	811.25	718.99	807.79	711.45	811.45	718.24
164	1	5	803.26	713.94	805.80	720.99	804.61	713.89	806.44	720.21	804.64	712.58	806.77	719.52
165	1	5	797.39	715.93	801.26	723.16	799.91	716.03	801.83	722.05	799.04	714.52	802.39	721.79
166	1	5	793.27	718.45	796.71	725.34	794.96	717.11	797.41	724.44	794.69	716.71	797.80	723.71
167	1	5	787.69	722.16	792.27	727.50	786.64	721.78	793.06	726.71	788.34	720.42	793.42	726.10
168	1	5	783.98	726.01	789.22	730.79	784.96	725.33	789.45	730.09	784.81	723.54	789.69	729.36
169	1	5	780.79	729.17	785.93	734.44	781.68	728.49	786.02	733.65	781.15	727.51	786.09	732.72
170	1	5	777.32	732.53	782.05	737.70	778.18	731.87	782.27	736.84	777.23	730.47	783.55	735.09
171	1	5	773.15	736.55	778.55	741.20	773.53	735.93	778.54	740.27	774.88	733.23	780.34	738.45
172	1	5	769.98	740.54	775.81	744.80	769.98	739.71	775.64	744.25	771.61	737.92	777.36	742.10
173	1	5	767.30	744.31	772.63	748.69	767.19	743.97	772.53	748.22	768.72	740.93	774.44	746.02
174	1	5	764.01	747.54	769.70	752.69	764.73	747.17	769.26	751.93	765.51	744.97	771.37	749.82
175	1	5	760.32	751.69	766.46	756.58	760.71	752.26	766.34	755.40	762.17	748.15	768.49	753.90
176	1	5	757.67	755.73	763.45	759.97	758.86	754.91	763.55	759.41	760.18	751.03	764.90	757.20
177	1	5	755.14	758.87	760.41	763.82	754.81	758.93	760.17	763.08	756.01	756.30	762.19	760.04
178	1	5	751.99	762.07	756.75	767.24	752.24	762.10	756.74	766.84	752.60	759.23	759.34	763.97
179	1	5	748.59	765.21	752.88	770.36	748.60	764.91	752.88	769.85	749.98	761.76	755.80	767.34
180	1	5	744.42	769.08	749.38	773.88	744.33	768.94	749.18	773.27	747.42	765.08	752.15	770.74
181	1	5	741.08	772.45	745.75	777.44	740.89	771.86	745.82	776.89	742.81	769.43	748.44	773.82
182	1	5	738.25	774.74	742.24	780.89	737.41	774.68	742.11	780.18	740.38	771.26	744.90	777.35
183	1	5	734.29	777.19	737.61	782.94	734.28	777.18	737.97	782.48	735.75	775.04	741.59	780.80
184	1	5	728.76	781.05	733.77	786.20	729.85	780.30	734.12	785.59	732.18	777.52	737.20	783.04
185	1	5	725.56	783.97	730.23	789.64	726.04	784.05	730.25	788.72	727.48	781.81	733.24	785.88
186	1	5	721.87	787.26	726.16	792.57	723.00	786.61	726.16	791.74	725.35	783.61	729.81	789.31
187	1	5	718.19	789.80	722.27	795.69	718.42	789.15	722.53	795.05	722.68	785.95	725.84	792.15
188	1	5	714.68	792.08	718.15	798.49	714.08	791.68	718.04	797.08	717.73	788.46	722.08	795.42
189	1	5	712.39	793.36	713.37	799.97	713.15	792.24	714.23	799.43	713.89	791.77	717.60	797.44
190	1	5	706.44	794.38	708.45	800.58	707.81	794.25	709.41	800.39	712.17	792.62	713.31	799.44
191	1	5	702.32	796.71	704.13	802.90	702.68	795.94	704.54	801.63	707.57	793.64	708.54	800.69
192	1	5	699.14	797.59	699.22	804.04	699.93	797.43	699.86	803.07	702.00	795.95	703.91	802.34
193	1	5	693.87	797.83	694.14	804.06	693.67	797.34	694.87	803.52	697.86	796.69	699.31	803.93
194	1	5	688.17	798.58	689.25	804.56	688.52	798.47	690.03	804.28	693.83	796.38	694.36	803.43
195	1	5	683.39	799.24	684.38	805.33	685.61	799.22	685.40	805.84	688.43	797.81	689.51	804.33
196	1	5	678.64	799.94	679.39	806.26	678.72	799.21	680.39	806.20	684.09	799.00	684.77	805.37
197	1	5	673.46	800.84	674.47	806.90	673.40	799.69	675.55	806.77	678.49	799.09	679.89	805.94
198	1	5	668.92	801.56	669.57	807.68	669.56	800.18	670.68	808.06	674.93	799.18	674.90	805.85
199	1	6	639.05	617.31	639.07	619.78	639.19	616.88	638.94	620.56	639.15	616.02	638.72	619.67
200	1	6	633.82	617.25	634.16	620.42	633.71	616.86	634.01	620.99	634.17	615.70	633.92	620.39
201	1	6	630.00	618.15	631.67	620.71	627.98	618.77	630.96	622.26	629.07	616.27	631.50	620.54
202	1	6	625.81	622.01	628.47	624.40	624.24	621.54	628.11	625.11	625.28	620.33	629.66	622.87
203	1	6	623.84	624.34	624.83	627.53	622.22	623.99	624.24	628.12	623.36	622.44	627.48	625.59
204	1	6	619.26	625.80	619.99	628.56	618.41	625.83	619.89	628.98	621.31	623.96	623.83	628.47
205	1	6	615.22	626.81	615.77	630.98	614.36	626.01	615.44	630.78	617.49	625.13	619.10	629.48
206	1	6	610.73	627.58	610.81	631.01	609.27	626.72	610.42	631.36	615.28	626.13	614.86	631.84
207	1	6	605.67	627.61	605.80	631.20	605.66	626.68	605.80	631.46	610.42	626.52	609.94	631.42
208	1	6	600.81	627.82	600.73	631.34	600.69	627.85	600.84	632.18	605.12	625.76	604.98	631.22
209	1	6	595.94	627.30	595.80	631.46	596.37	626.88	595.88	632.46	600.35	626.25	600.04	631.50
210	1	6	591.31	626.93	590.87	630.62	591.08	626.29	590.96	631.64	595.52	625.91	595.23	630.85
211	1	6	585.71	626.50	585.86	630.45	585.86	626.05	586.01	631.48	589.92	625.24	590.23	630.71
212	1	6	579.71	626.93	580.96	631.12	578.23	627.14	581.09	632.24	584.62	625.63	585.25	630.74
213	1	6	574.75	629.02	576.52	633.23	575.39	629.33	576.42	633.92	578.79	626.71	580.38	631.51
214	1	6	569.67	631.47	571.91	635.16	568.90	631.26	571.81	635.67	574.60	629.49	575.94	633.57
215	1	6	565.26	634.91	568.24	638.44	565.00	633.65	568.89	638.32	569.54	631.05	571.47	635.79
216	1	6	561.39	639.15	564.51	641.75	561.10	638.16	565.16	641.52	563.15	635.14	567.66	638.75
217	1	6	558.73	642.65	561.48	645.18	558.54	642.15	561.61	645.13	560.39	639.25	564.01	642.18
218	1	6	555.16	645.04	558.15	648.86	554.58	645.77	558.45	648.94	557.12	642.66	560.93	645.92
219	1	6	551.59	648.91	554.65	652.40	551.77	648.75	555.15	652.65	553.92	645.96	557.65	649.49
220	1	6	548.26	651.73	550.92	655.76	548.89	651.06	551.59	656.14	551.45	648.14	553.90	652.76
221	1	6	543.89	654.19	546.54	658.01	543.61	653.51	547.15	658.45	548.50	651.09	550.73	656.43
222	1	6	539.43	657.53	542.78	661.32	539.98	656.62	543.15	661.44	543.50	654.55	546.47	658.94
223	1	6	535.42	661.56	538.89	664.41	535.75	661.01	539.88	664.45	539.22	656.60	543.27	662.40
224	1	6	532.79	665.03	536.28	667.51	533.29	664.80	537.28	667.99	535.09	661.19	539.10	664.73
225	1	6	529.60	667.64	533.12	671.35	530.84	666.55	533.75	671.46	532.22	664.91	535.65	667.74
226	1	6	525.93	670.14	528.92	673.89	526.51	669.49	529.54	674.03	528.99	667.63	533.60	671.17
227	1	6	522.78	673.00	525.03	676.93	522.63	672.83	525.54	677.03	526.20	669.45	529.48	673.81
228	1	6	519.18	674.26	520.53	679.04	519.33	674.32	521.98	680.43	522.48	673.13	525.57	676.84
229	1	7	927.39	596.14	922.29	593.80	927.53	595.84	921.74	593.47	927.86	595.37	922.23	593.19
230	1	7	925.13	600.76	920.77	598.57	924.94	600.51	920.00	598.16	925.59	600.08	920.71	597.83
231	1	7	923.52	603.89	919.10	601.09	922.81	604.50	918.06	601.71	923.88	603.97	918.89	601.39
232	1	7	921.27	607.60	916.37	605.19	920.97	608.68	915.50	605.89	921.43	608.57	915.88	605.35
233	1	7	919.41	612.08	913.98	609.53	918.74	613.19	913.31	610.39	919.83	611.63	913.49	609.59
234	1	7	916.91	615.96	911.78	614.04	917.07	617.09	911.47	615.05	916.69	615.85	911.36	614.08
235	1	7	915.13	621.05	909.79	618.71	914.40	622.65	908.84	619.27	913.83	622.40	909.14	618.53
236	1	7	912.87	625.40	907.94	623.32	912.82	626.32	906.19	623.49	911.90	625.06	906.82	622.22
237	1	7	910.97	629.95	905.66	627.72	911.45	629.77	904.83	628.27	910.83	628.36	904.77	626.67
238	1	7	909.10	634.23	904.28	632.54	909.51	635.64	903.46	632.98	909.46	632.75	903.55	631.48
239	1	7	907.65	639.04	902.37	637.14	908.36	639.65	901.66	637.71	908.53	637.86	902.41	636.36
240	1	7	905.14	644.69	900.38	641.68	905.31	646.65	899.36	642.14	906.14	644.70	900.90	641.07
241	1	7	900.91	648.98	897.71	645.32	901.42	649.94	897.09	646.02	900.70	649.07	898.09	643.93
242	1	7	897.68	651.63	894.90	647.45	898.69	652.29	895.74	647.40	898.21	650.50	895.02	645.52
243	1	7	894.61	653.81	891.72	648.76	894.70	654.45	892.01	648.95	895.11	652.79	891.30	647.06
244	1	7	892.31	656.25	887.35	651.08	893.20	655.92	891.07	649.06	890.67	656.25	886.96	649.40
245	1	7	887.28	659.72	883.50	654.15	891.16	658.09	886.20	649.51	887.65	658.25	882.99	652.34
246	1	7	884.39	662.39	879.93	657.73	888.11	660.01	882.87	653.05	883.48	661.45	879.24	655.68
247	1	8	953.67	349.34	949.02	349.34	954.21	347.85	948.43	347.44	954.40	349.69	948.12	349.06
248	1	8	952.63	354.96	948.21	352.74	953.39	353.38	946.46	351.84	953.54	355.09	947.17	352.39
249	1	8	951.79	357.83	946.95	357.53	952.34	357.43	945.49	356.76	952.44	358.92	945.51	357.08
250	1	8	951.66	362.94	946.61	362.57	952.47	361.99	945.76	361.78	952.13	360.58	944.74	361.90
251	1	8	951.40	367.92	946.53	367.49	952.45	367.90	945.91	366.75	951.67	368.37	945.42	366.41
252	1	8	949.75	373.04	945.83	372.52	950.47	372.73	944.48	371.38	950.80	372.75	945.32	371.23
253	1	8	949.81	377.43	944.94	377.32	950.51	376.12	943.85	376.37	951.07	376.15	944.24	375.72
254	1	8	949.67	382.02	944.55	382.33	950.22	382.05	944.39	381.23	951.00	381.46	943.59	380.65
255	1	8	949.73	387.50	944.69	387.40	950.99	385.79	942.85	385.90	950.61	385.19	943.54	385.60
256	1	8	949.64	392.04	944.99	392.33	951.28	388.56	943.00	390.77	950.63	390.93	943.80	390.46
257	1	8	950.00	396.70	945.28	397.33	950.70	394.76	943.80	395.47	950.78	394.39	943.80	395.40
