			O1				O2				O3			
29	1	2	96.5767904275	86.9958039590	99.2261158624	80.0397423078	96.6002049052	86.8961479293	99.6435316831	80.2994526756	96.9446589713	86.8904790323	99.5143862699	79.7024964730
30	1	2	99.3978430293	87.6531038873	100.6093125374	80.5125114726	99.1423021372	87.7520836945	100.5800141710	80.5803010058	99.4466845742	87.5625159735	100.9323924987	80.1536169272
31	1	2	101.5704799059	87.9190257225	103.2703728949	81.2171087135	101.0204060448	88.3417400341	102.5951993525	80.7420682607	101.1653363648	87.8707238048	102.1219465056	80.4245964227
32	1	2	103.8288319075	88.1668820722	104.4711312429	81.5707899588	103.4570004481	88.7855768527	104.5497170129	81.1774628800	103.0837115604	88.2478395551	105.0260009738	80.9659458312
33	1	2	105.7851724601	88.3250424174	106.2270258101	81.6566516380	105.7263175180	88.7828041507	106.2778474606	81.4331491229	105.2335660755	88.8538238651	106.9100696050	81.2813598080
34	1	2	107.7026776777	88.4293598550	108.4387426308	81.9956850207	107.3988941809	89.1220567026	108.5473861201	81.5836356959	108.0723609233	89.3733894971	108.3981640970	81.4862943889
35	1	2	109.7233323019	88.5813630276	110.4189173497	82.3152271521	109.6186118654	89.3355898060	110.5032461860	81.8701053952	109.5449997859	89.5755477074	111.8889970363	82.3683422760
36	1	2	111.8723798795	88.9416158443	113.3457527972	82.6898933615	111.3305964810	89.4821317245	112.6787449172	82.3863486508	111.6063738533	89.7183028240	112.1274609746	82.4585118761
37	1	2	113.2563703131	89.1404897272	114.5703052522	83.0611173241	113.8951602375	89.9887932032	114.1734068218	82.5244985144	113.6734716473	89.8085853604	114.6076568841	82.5240859013
38	1	2	115.5908425499	89.5579248447	116.5231146146	83.4550134193	115.6140758003	90.0191327546	116.4501700863	82.6761635776	115.9210331227	90.4063281060	117.0831069846	82.7979996915
39	1	2	117.4231459002	90.0049586079	118.2551212502	83.5641418243	117.2455922840	90.3315903740	118.3541622852	82.8472125950	118.4705138923	90.7215013057	118.8122199599	82.8867986728
40	1	2	119.3599660998	90.3610071122	120.7261517506	84.0193827242	119.6744356708	90.4347119124	120.5961190955	83.2530069144	119.4026175088	90.7516522953	120.7521649647	83.2874573818
41	1	2	121.6540444866	90.8596094974	122.1801797725	84.1189692315	121.6446184089	90.8641152281	122.8293565623	83.5269179691	121.4786680517	91.1521302179	122.2204922513	83.5129491684
42	1	2	123.7769937030	91.0848772392	124.4798028845	84.2093360512	123.5016545423	91.3030559025	124.3814788710	83.6192326610	123.6930003655	91.4347122879	123.1868841134	83.5840062820
43	1	2	125.7819477736	91.3027022409	125.9164494002	84.2271921305	125.6897653897	91.4405044847	125.3681844440	83.6226082792	125.7682544258	91.5114566143	126.5925297987	83.6802791875
44	1	2	128.3281142164	91.2396062039	127.6638009497	84.1292161866	127.7958136222	91.4354051616	128.0626058908	83.9101553863	127.7995137092	91.4739995949	128.0862657700	83.6764885703
45	1	2	130.0403282645	91.1281597625	129.6850645972	83.9688992781	130.6150972766	91.4117730259	130.7785113815	83.7619218022	130.4255695221	91.4995046703	129.5805614474	83.6555990251
46	1	2	132.8306064951	90.8606572525	130.8881309671	83.7539939229	132.9276417478	91.1135456274	131.2884857545	83.7289092374	132.8875727141	90.9240610986	130.8028455437	83.3513761682
47	1	2	134.2257394053	90.5019735988	133.3782837209	83.2580164382	134.3394017922	90.8053091729	133.7238395723	83.3617184400	134.7957176222	90.6076109020	133.2490343250	83.1099776316
48	1	2	136.2433956730	90.3270584336	135.6246876676	83.0724309961	136.7590291183	90.7343392049	135.4526036458	83.0357255097	136.5646249171	90.5887399956	135.2072467566	82.7710975372
49	1	2	138.4300683347	90.2548349829	137.3549055986	82.8613269047	138.8879574304	90.2333629924	137.1427979174	82.6558104232	137.9958807922	90.4897176037	137.5888849043	82.2534344317
50	1	2	140.5551737452	89.5782583492	139.3200026559	82.7368294074	140.3599995558	89.9974821008	139.6621106434	82.2640767376	140.0741935211	89.9766779238	139.5840062177	82.2741008458
51	1	2	141.8536155774	89.5540794295	141.8527928058	82.6223289317	141.7419741431	89.9897068967	141.8360284468	82.0754570053	142.5589563060	90.1293344225	141.3483632736	82.1200484899
52	1	2	144.3555996740	89.5830349817	143.8398385952	82.5522475273	144.1272601249	89.9811258577	143.8657090561	82.1051882999	143.8107603754	89.8412806833	143.7307575388	81.8641158547
53	1	2	146.0707168857	89.5250380600	145.8175179561	82.4470672816	146.2869409587	89.8065805785	145.8893980505	82.0452021392	146.0996015532	89.5604521600	144.4837305390	81.9138484342
54	1	2	148.4872755845	89.5310005322	148.8051704490	82.2583283354	148.3146445843	89.7638865458	147.6175837340	81.8391666498	148.1139206305	89.6513594056	147.9524851524	81.9160099903
55	1	2	150.0272151669	89.5531044681	150.0685598157	82.3349212887	150.3106188019	89.5699337947	149.3287290571	81.6424865032	149.8341383285	89.6491571415	149.6665541010	81.8420275798
56	1	2	152.6940612004	89.4350233993	151.2921064537	82.1693958514	152.2033317466	89.3938657846	152.0640685676	81.4960433531	151.8048478146	89.8311662549	151.6748958408	81.7255347979
57	1	2	154.6255131927	89.0781468977	153.4938088789	81.7200451078	154.6845605955	89.1730240232	153.5435924361	81.4070561911	155.4647465955	88.9519779927	152.3754385055	81.5772664322
58	1	2	156.2432710262	88.7641734992	154.9930851716	81.4454639326	156.2666259832	88.8511234538	155.5523071580	81.2696236885	157.2654055053	88.8804816939	155.6709955381	80.5196879823
59	1	2	157.8625083461	88.6676031642	157.4519832053	81.0865974244	158.4668708920	88.4451565388	157.6073294546	81.2100924836	157.9486745325	88.8677598599	157.6446682585	80.3307376861
60	1	2	160.4147102475	88.2967628401	159.6537286751	81.0686866098	160.1955023072	88.2695892713	159.5998731271	80.9942694014	160.1416205914	88.3994523653	159.6452865740	80.4278419885
61	1	2	162.4884113702	87.9449743989	161.3860670000	80.8111187416	162.3616769886	88.1359624986	161.7785805576	80.7995699724	161.8493560375	88.1531257692	161.6485545036	80.2053111013
62	1	2	164.1541080158	87.8519657073	163.8801327067	80.4477598372	164.4754944949	87.9930520560	163.7769507850	80.5897933598	164.7128928410	88.2215053468	163.3183614038	80.1450676854
63	1	2	166.5458495295	87.6430939069	165.5904163655	80.2713286408	166.2372120582	87.8310583847	165.5016778649	80.3914753742	166.1074669302	87.9326621086	165.7554754055	79.8936768506
64	1	2	167.9320357884	87.5438852560	168.1031768757	80.1834555849	167.9466549628	87.7579782816	167.9999199649	80.2968909871	167.5971788714	88.0484317804	166.9792164853	79.8586263883
65	1	2	170.1488736624	87.5542067318	170.0883054241	80.2969035411	170.2854482251	87.7828940608	169.4853134047	80.1213490061	169.8940591559	88.0523303162	170.1494856305	79.7221852196
66	1	2	172.4891111469	87.4799274246	171.5655414512	80.2004961738	172.3877324537	87.7822423478	172.7059121296	79.8264368130	172.0239694936	88.1318779975	172.1636671328	79.7105383785
67	1	2	174.0008374834	87.3667225521	174.1229608650	80.0612916374	174.0474987826	87.7842848774	173.9684363746	79.8688188655	173.9394683120	88.1512154069	174.1521865599	79.7137696272
68	1	2	175.8852843059	87.4370140590	175.6070619089	80.0767161235	176.1748948399	87.5889073860	175.7248729689	79.8563576372	175.9209768710	87.8865588508	175.3909791292	79.7084452829
69	1	2	178.2388920313	87.1753306406	177.8165567726	79.9918619956	178.2450766113	87.3603119847	177.7506493475	79.8707818309	178.6918511421	87.7210068960	178.1175148808	79.5186934305
70	1	2	180.3119064097	87.1011636055	179.6071613434	79.8821087430	180.4334443975	87.2442797676	180.2316664833	79.6561824278	180.2607652105	87.7091418263	180.3440701602	79.5455623593
71	1	2	182.6383356601	86.7847390919	181.2741471552	79.5430146075	182.2713975795	87.1095615711	181.7314497493	79.6777394251	182.7875277224	87.7773768213	181.8387828959	79.3508279755
72	1	2	184.0166484912	86.6615712686	183.9981948522	79.1700261704	184.5091322560	86.7504072376	183.6516940718	79.3692284637	185.2197004749	87.0840766592	182.5828759640	79.2545231246
73	1	2	186.4937827722	86.4787726638	185.2385926701	79.1521079667	186.3340515104	86.7750851217	185.3768569737	79.1198448236	186.8443295013	86.5081418776	185.7623218465	78.8104165517
74	1	2	188.5450635549	85.9471989383	187.5112712492	78.7969541620	189.0060040557	86.0365112064	187.1132366490	78.9047394398	189.0483785916	86.0173540152	186.7522745749	78.7361986993
75	1	2	191.0529246367	85.3753894526	188.9746574220	78.4937219407	190.9503209260	85.3331904396	189.1193472555	78.4652949434	191.3466764483	85.5400991298	188.5843791910	78.3527724444
76	1	2	192.5429594191	84.9072922841	191.1614644147	78.0242457210	192.4458738382	85.0373731613	192.1625494025	77.5777241920	192.1110579495	85.6185381610	190.4439993805	77.3480327154
77	1	2	194.6542705666	84.8163830374	193.9058035762	77.6990472246	194.3749992039	84.8900404708	193.6905238525	77.5976484117	195.1643548937	84.9872986382	193.3945760899	76.8372370950
78	1	2	196.5565245877	83.9870928846	195.1436872624	77.7116708361	196.5199472042	84.6349150736	195.4237406624	77.2890143303	196.4253064851	84.5471707623	194.5948631249	76.6384601781
79	1	2	198.3433458460	83.6755363868	197.5546262468	77.2898933355	198.2547284167	84.3963264463	197.3302528621	76.9882976759	198.3490152406	84.5397036005	196.8185417336	76.6299309821
80	1	2	200.4578409877	83.5568951685	199.5553007181	76.9329706388	200.6781684623	84.2549523914	199.3020770650	76.5487145706	200.5422665998	84.3520441267	199.7531359308	76.2762872326
81	1	2	202.8537432971	83.4642928767	201.6895547373	76.3501080438	202.8532440619	83.9980565290	201.2925133393	76.0306471061	202.8667919439	84.0402824220	200.6971160537	75.9683044843
82	1	2	204.6975059825	83.2983799049	203.7122766525	76.0005091005	204.8520430246	83.6433083989	202.4249001076	75.6708387435	204.3659441777	83.7217606705	204.0456773763	75.4150227152
83	1	2	206.9550595867	82.8139485912	205.1756452764	75.6603916289	206.7302694246	83.1016521501	205.3574128786	74.9718756939	206.4176447717	83.7391186319	205.7383357333	75.1543751136
84	1	2	208.1888536358	82.6379933190	207.6162831852	75.3000120675	208.1906845813	82.9236450027	207.5550377629	74.7039961867	208.5312161107	83.3554973151	207.4238705792	74.9019984877
85	1	2	210.4278755945	82.6316011945	209.3484944525	75.0745855742	209.8325107976	82.8820719741	208.7983140107	74.5205874926	210.3939950871	83.2070713521	209.8915984420	74.7043230764
86	1	2	212.5374620385	82.5194495728	211.7819999357	74.5633385682	212.4769345489	82.9415654763	211.7693987797	74.1466147187	212.5933556448	82.9901886818	211.3827201983	74.6238490247
87	1	2	215.0304901878	82.3983864301	212.9651711399	74.2275113677	215.1425879183	82.1287224501	213.0299230597	74.0484529038	214.6598839346	82.5568232764	212.8723650878	74.5019266895
88	1	2	217.7260217339	81.6316279453	215.5910550649	73.4079727697	217.3007298096	81.5416161818	214.8966227751	73.4907822685	217.1072275859	81.8900277591	215.2379127795	73.7536297978
89	1	2	219.3811977575	80.8414841658	216.5507457154	73.1328590076	219.1709844829	81.1364364329	216.7912818168	72.8969540861	220.4800427406	80.3938307215	215.6942554128	73.5624979365
90	1	2	221.2355880197	80.2415839691	219.1414202598	72.2631214228	221.4497086229	80.1286551421	218.8064765243	72.4811814775	221.7959545783	79.6757035869	217.9304494698	72.5924676451
91	1	2	222.8689953490	79.6767253445	220.9087799087	72.0026422165	222.5540183462	79.6440851038	220.4400417967	72.1032495671	222.8333755142	79.5846857100	220.7444929190	71.6798219103
92	1	2	224.6862177011	79.0049338746	222.8471617286	71.7590453701	224.3166037076	79.1920544222	223.2477201635	71.9366451100	224.1880851092	79.2967822992	222.9533910798	71.4459516887
93	1	2	226.2915124058	78.6073422685	225.6282649230	71.3901106906	226.2029734042	78.8065994810	224.8928605166	71.5299888948	226.5207764705	79.1296356559	225.6447846324	71.0706910291
94	1	2	228.0792489654	78.5275841788	228.1155929831	71.4273840902	228.4477572965	78.8549325688	228.0871479130	71.0393881266	227.6251383743	79.2767442633	228.1390516874	70.9246013551
95	1	2	230.4206721999	78.4685488377	229.8781473865	71.3311859450	230.3066463988	78.8721068774	229.8819092074	70.8406364389	229.9431984747	79.3942236555	229.8731869063	70.9235045454
96	1	2	231.7711884985	78.5124649782	232.3175343775	71.3164551452	232.2646005016	78.8125893571	231.5681452889	70.6788146030	231.8282089597	79.3552172279	231.8793555610	70.8251123896
97	1	2	233.9671045582	78.5456577701	233.8610721410	71.2866365220	233.7099649814	78.6663760241	233.7976146868	70.6796521520	234.6567989838	78.8681216547	233.3654153917	70.8073146031
98	1	2	236.1783981539	78.5975539130	235.5556675237	71.1692659225	236.0874985135	78.6511357593	235.8110564698	70.8743506307	236.4842198178	78.7664254435	235.5195147844	70.4861815832
99	1	2	238.0954662328	78.5987788346	238.0919033695	70.9875323441	237.8933018243	78.6487008073	238.0349015237	70.6783142316	237.7764249228	78.9130512161	237.2212706715	70.3736036054
100	1	2	240.8532277504	78.2918413076	239.6014988034	70.9188748783	240.9317262252	78.5669244472	239.3101241901	70.6355848767	240.6437820759	78.7560635570	239.3819451496	70.1998136298
101	1	2	243.4089903696	77.4860521466	241.0727743070	70.6052295257	243.8632224029	77.2640657304	240.4926307638	70.2810057872	243.2322205757	77.7129741767	241.1257858892	70.0549524830
102	1	2	245.3457424875	76.7238850089	243.2421986580	70.0647972517	245.2817772058	76.5870154182	242.7972208783	69.2967408584	245.9261064853	76.5772187758	242.5999898067	69.7795043581
103	1	2	247.4115107479	75.8765998201	244.8833583219	69.5527624139	247.6637281274	75.7886024277	244.4951483666	68.7257335514	248.8471613366	75.5066461015	243.6933957240	69.2906748337
104	1	2	249.6649171554	74.7832324401	247.2580554863	68.7364317060	249.1306208479	75.3203218226	247.2629171158	67.7321664563	250.0796259054	75.1441905249	247.8503838564	67.1369244674
105	1	2	251.5582502075	73.8630732776	249.4575105351	68.1440354753	251.7287719477	74.4091545327	248.9962973301	67.4000554076	251.7589484972	74.3740657750	248.8093672139	66.9677236572
106	1	2	253.4204364674	73.0818367212	250.8457111119	67.5643179488	253.8874470145	73.1929911208	250.2937507097	66.7155830417	253.5817526262	73.4662234707	249.7247073169	66.5193766085
107	1	2	255.5936338507	72.1060051955	252.6063100187	66.6843442715	255.5416344127	72.4495211380	252.2858942186	65.6545680010	255.8753422976	72.1454505667	252.0468731893	65.7131729772
108	1	2	257.8648522962	70.3971711004	254.1931602557	65.4886045735	257.4897345244	71.2966226135	254.3322163199	64.6913717793	258.2572580819	70.5201794200	253.2628084364	64.8746826436
109	1	2	260.3716902622	68.7683693499	256.3411009931	63.7112642995	260.6263205966	69.2214600943	256.2368165431	63.5691757132	260.4857287510	69.5972286002	255.5620858689	62.9850330729
110	1	2	262.5789425005	66.9379803902	258.1630985581	62.0422781604	262.8478044018	67.6994006390	258.1240136674	61.8548912402	263.1251679727	67.4852450026	257.6166295658	61.5634221703
111	1	2	264.0461692709	65.9567899951	260.4056240070	60.4150453055	265.2822632512	65.4641871355	259.1488136674	60.7424759930	264.8292008474	65.9447691440	259.0400504288	60.1597432121
112	2	1	29.0520061663	22.9843068308	34.6962561304	18.3416668183	28.9768814819	23.1119136334	35.2115615197	18.9177817130	28.4335772610	23.3769136825	34.5080782815	17.7665237644
113	2	1	30.9679822572	25.5219680179	36.4557308764	20.6978571018	30.8706668338	25.8342481352	37.0708779228	21.2258544349	30.7137658981	25.4917644763	36.5566613479	20.2447001706
114	2	1	32.2031868059	27.0005051527	37.8935525465	22.4436339487	32.3447745397	27.5160605739	37.9542340389	22.3992766265	32.6519986882	27.5071375484	38.3742814468	22.2707556830
115	2	1	34.4365408859	29.4486624362	39.3021582621	24.5104925885	34.0166243105	29.4510383776	39.8220497977	24.4434644177	34.0931149406	29.8870277354	40.9172343446	24.8844080920
116	2	1	36.8092039319	31.5601690255	41.2552197866	26.4281794979	36.9109693412	31.6410899445	41.1149116170	25.9240682584	36.6672577982	32.0486821065	41.7535087700	25.7958568037
117	2	1	39.0180843385	33.3104393560	42.7373119977	27.4087650714	38.4840231834	33.0273835529	43.0639606194	27.1552757986	38.5781157246	33.3651150143	43.7722087092	27.4796057129
118	2	1	40.8069520104	34.5823905317	45.1534491866	29.1797595316	40.9087248469	35.0614373869	45.2049274534	28.8374569321	40.4324429336	34.8589686354	45.8276647965	28.8335658611
119	2	1	43.1112193569	36.0996047705	46.7212119410	30.3527140061	43.1210469772	36.2309755125	46.6678449211	29.8066339413	42.8770812772	36.3524931411	47.5608757156	29.8229600790
120	2	1	45.2936312204	37.4718727530	48.3019764958	31.0754554544	44.9430968505	37.3710930536	48.8697036253	30.9306274445	44.2291429897	37.8400865751	49.4085521626	30.9984530075
121	2	1	47.5632971903	38.5870783520	50.3547481102	32.0140486770	47.2577174366	38.8492458609	50.6102892362	31.9237737082	47.1789360928	39.3547852667	50.5503133094	31.4339106425
122	2	1	49.9082347652	39.7258169416	52.7401143778	32.8762181759	49.7700141560	40.0608171813	52.7189910938	32.6390692878	50.2843916645	40.5049218518	52.4910965519	31.8816381977
123	2	1	52.0869926392	40.5499545224	54.6419007760	33.4984489731	51.5034883207	40.9252485540	55.2730457821	33.7691279216	52.9628131288	41.3782131828	54.4878752671	32.6590539279
124	2	1	53.6023751729	41.1137680933	56.4883827633	34.1272045977	53.3640228135	41.7494259569	56.5518418123	34.4654068218	53.6120654371	41.6551922070	56.0729847249	33.1718707004
125	2	1	56.0947990380	42.1011814986	58.1692715797	34.6478969641	56.0033448102	42.6964761524	57.9996534247	34.9598151390	55.3607152765	42.3479068741	58.3608481006	34.0371450968
126	2	1	57.8875820389	42.7497188332	60.7560628011	35.5935083769	57.3884271962	43.1548286677	60.6319213689	35.6474812557	57.8367549121	43.3140067914	60.9870675187	35.2210915703
127	2	1	59.7204284933	43.3185132513	62.8239377978	36.5298167521	59.5941327554	43.9845178280	62.8134654153	36.8704851472	59.6209200508	43.7608432428	63.1599974942	36.3752901395
128	2	1	61.7883490662	44.2060318774	64.3633912741	37.3282492416	61.5445946886	44.8364630598	64.1887297391	37.3662956793	61.2046644746	44.7968792418	66.0039764924	37.1741074784
129	2	1	63.6123414231	45.1177542743	66.8722439103	38.4074610928	63.9584609203	45.8784832542	67.5065585688	38.5282858833	62.5524742755	45.6759621539	67.1129459487	37.7354058627
130	2	1	65.3778721114	45.9748309630	68.9303048294	39.3367541974	65.3692549630	46.4333775673	68.8099662901	39.2773835530	65.3287339143	46.8418560408	68.7569876643	38.8298462788
131	2	1	67.6234153704	46.9560353092	70.7326321426	40.2522999789	67.3783402628	47.2244684442	70.7315688180	40.4150838456	67.7045280383	47.5833294541	71.5132655424	40.4089243124
132	2	1	69.1049546294	47.7551566355	72.8578882356	41.5284554196	69.6717913931	48.2116375784	72.7048469039	41.4938539995	69.1869212040	48.2989151005	72.1911675379	40.6899109688
133	2	1	71.4600610880	48.9019586469	74.8741581278	42.5689054054	71.0559735143	48.9871999118	74.7646108059	42.3020038389	71.5902561236	49.3801390837	73.9970044177	41.5333115576
134	2	1	74.0780286519	50.1755304287	77.7100657001	44.0540065884	73.2911565649	50.2800480608	76.8002444328	43.4093421534	73.0343688996	49.9400216839	77.6838094076	43.3949643460
135	2	1	75.5738138500	50.8655509813	78.3642698101	44.4610463437	75.2906369264	51.2972874676	78.6075155963	44.2306771742	75.2184246582	51.1869915907	79.2336166497	44.1170780481
136	2	1	77.7595265899	51.7224566331	80.5945929499	45.4728292044	77.9298047175	52.1834818319	80.5938506483	45.3222666726	76.3668190805	52.2529456486	81.2953364644	45.2975007680
137	2	1	79.8594608749	52.7880131173	82.4580826219	46.1576763672	80.1323953457	52.9617656170	82.4875041899	45.9103515975	80.4641162260	53.6574478284	81.7689484524	45.4423656504
138	2	1	82.4996593107	53.6001938809	84.1553315143	46.7058459901	81.1612709206	53.4438542880	84.1335259707	46.4101942931	81.2677290918	53.9583673999	84.9695272431	46.6674248177
139	2	1	83.6702514881	54.0047912338	86.6419983632	47.6829800634	83.0556683786	54.3458179225	86.5444778829	47.7490943962	83.7819671533	54.9704527607	86.2794589795	47.2926862764
140	2	1	85.5493836835	54.9342546162	88.4643723621	48.5993448879	85.7476284095	55.4674173219	88.4023634951	48.5394610231	85.6971783842	55.3842349730	89.1749868629	48.6135224937
141	2	1	87.9312763501	55.7857473100	90.5899041052	49.3760359616	87.4589605125	56.1935497665	90.4705318176	49.4406794116	87.9595933471	56.3925208939	90.5401686181	49.2416484584
142	2	1	89.9786771810	56.5881093665	92.5525928484	50.3827720542	89.9522003584	57.1152924605	92.5249035418	50.3207552469	89.2787948942	56.8882843685	92.8729950918	50.0852201767
143	2	1	92.3466778675	57.6285608603	95.1309541122	51.2841662535	91.8223714513	57.8581972416	94.6135020809	51.1488613141	91.6727782610	58.1577796177	94.7270200830	50.7292045282
144	2	1	93.9208618697	58.3184400314	96.5762267692	51.8466844561	93.9776613317	58.8459760768	96.6736551482	51.9103345101	94.2241015735	59.2308003991	96.4553628998	50.9821640994
145	2	1	95.7694205877	59.1589548884	98.4695816630	52.4903248840	95.7497163036	59.5849991657	98.1412852007	52.3463642692	95.7071715993	59.8553436836	98.8141692149	51.5959124745
146	2	1	98.4103924375	60.4184736337	100.8144612199	53.1919673337	97.8594557703	60.3428485732	100.4864075018	53.1158884841	97.6473944177	60.4602999129	99.9021023190	52.1774495577
147	2	1	100.4231907938	60.8770778168	102.7211602752	53.8439819055	100.4572200416	61.2396332009	102.2042185899	53.5446061198	100.5494253436	61.1747863725	102.1136243204	53.3043578428
148	2	1	101.8208643504	61.2970951541	104.3533567035	54.4513155529	102.1746769884	61.6909362305	104.1994689623	53.9343998588	101.7918026381	61.5808228732	103.6076510070	53.3805466889
149	2	1	103.8422220605	61.9521800786	106.4745801806	55.2028613323	103.7639262949	62.1519805515	106.2991464754	54.5961072382	104.0009736695	62.2850612533	107.6179746334	55.0690366886
150	2	1	106.2759632100	62.7365876684	107.4277950102	55.4355999022	105.7056253345	62.8486824627	108.2081283764	55.2475018193	105.7914891098	62.9594145558	108.7672898993	55.5377787328
151	2	1	108.0606017398	62.9860924851	110.0658676825	56.3116720494	107.4878990195	63.4765139112	110.1783990719	55.7676829468	108.1901211724	63.6411221606	109.2456462118	55.6430327032
152	2	1	110.4532408930	63.6852306658	111.2728789476	56.4293791119	109.7070762254	64.5849376824	112.2419652117	56.5807811633	110.1237257715	63.7443838166	111.6415944147	56.1825727821
153	2	1	113.0549597693	63.8989142409	113.2983870132	56.5759625281	112.6085591903	64.7079339600	113.8934751187	56.9550529479	112.7352762093	63.9616449174	113.1027448937	56.4931037012
154	2	1	114.4753207318	63.8962200247	115.9421379992	57.2323223234	114.2614107215	65.0487969796	115.7212304196	57.3346297772	114.0793109510	64.1687993516	116.0820238490	56.8517461390
